64,False,False,Altamira Rojas Elvira,[],/biz/altamira-rojas-elvira-c%C3%B3rdoba?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=San+Jos%C3%A9+Tenango%2C+Oaxaca'}]",,0,False,0,,[],27 171 79618,,,,[],{},altamira-rojas-elvira-córdoba,
65,False,False,Central Económica de Productos y Alimentos,[],/biz/central-econ%C3%B3mica-de-productos-y-alimentos-orizaba-2?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=San+Jos%C3%A9+Tenango%2C+Oaxaca'}]",,0,False,0,,[],,,,,[],{},central-económica-de-productos-y-alimentos-orizaba-2,
66,False,False,Rodriguez Sanchez Elizeth,[],/biz/rodriguez-sanchez-elizeth-orizaba?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=San+Jos%C3%A9+Tenango%2C+Oaxaca'}]",,0,False,0,,[],,,,,[],{},rodriguez-sanchez-elizeth-orizaba,
67,False,False,Lulu Pastelerías,[],/biz/lulu-pasteler%C3%ADas-c%C3%B3rdoba?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=San+Jos%C3%A9+Tenango%2C+Oaxaca'}]",,0,False,0,,[],,,,,[],{},lulu-pastelerías-córdoba,
68,False,False,Tiendas Chedraui Division Panificadora,[],/biz/tiendas-chedraui-division-panificadora-c%C3%B3rdoba?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=San+Jos%C3%A9+Tenango%2C+Oaxaca'}]",,0,False,0,,[],,,,,[],{},tiendas-chedraui-division-panificadora-córdoba,
69,False,False,Morales Lopez Luis Javier,[],/biz/morales-lopez-luis-javier-fort%C3%ADn?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=San+Jos%C3%A9+Tenango%2C+Oaxaca'}]",,0,False,0,,[],27 171 24506,,,,[],{},morales-lopez-luis-javier-fortín,
70,False,False,Banquetes Mendoza,[],/biz/banquetes-mendoza-yanga?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=San+Jos%C3%A9+Tenango%2C+Oaxaca'}]",,0,False,0,,[],27 873 88119,,,,[],{},banquetes-mendoza-yanga,
71,False,False,Villegas Victoria Catalina,[],/biz/villegas-victoria-catalina-r%C3%ADo-blanco?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=San+Jos%C3%A9+Tenango%2C+Oaxaca'}]",,0,False,0,,[],,,,,[],{},villegas-victoria-catalina-río-blanco,
72,False,False,Gonzalez García Jose Felix,[],/biz/gonzalez-garc%C3%ADa-jose-felix-fort%C3%ADn?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=San+Jos%C3%A9+Tenango%2C+Oaxaca'}]",,0,False,0,,[],,,,,[],{},gonzalez-garcía-jose-felix-fortín,
73,False,False,Velasco Cruz Eduardo,[],/biz/velasco-cruz-eduardo-veracruz?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=San+Jos%C3%A9+Tenango%2C+Oaxaca'}]",,0,False,0,,[],27 272 47071,,,,[],{},velasco-cruz-eduardo-veracruz,
74,False,False,Reyes Trujillo Marcos,[],/biz/reyes-trujillo-marcos-cuitlahuac?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=San+Jos%C3%A9+Tenango%2C+Oaxaca'}]",,0,False,0,,[],27 373 41690,,,,[],{},reyes-trujillo-marcos-cuitlahuac,
75,False,False,Arellano Gallardo Ambrosio,[],/biz/arellano-gallardo-ambrosio-c%C3%B3rdoba?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=San+Jos%C3%A9+Tenango%2C+Oaxaca'}]",,0,False,0,,[],27 171 25616,,,,[],{},arellano-gallardo-ambrosio-córdoba,
76,False,False,Contla Olguin Isabel,[],/biz/contla-olguin-isabel-c%C3%B3rdoba?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=San+Jos%C3%A9+Tenango%2C+Oaxaca'}]",,0,False,0,,[],,,,,[],{},contla-olguin-isabel-córdoba,
77,False,False,Bautista Gonzalez Jacobo,[],/biz/bautista-gonzalez-jacobo-c%C3%B3rdoba?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=San+Jos%C3%A9+Tenango%2C+Oaxaca'}]",,0,False,0,,[],27 171 41536,,,,[],{},bautista-gonzalez-jacobo-córdoba,
78,False,False,Carrillo Gonzalez Leticia,[],/biz/carrillo-gonzalez-leticia-fort%C3%ADn?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=San+Jos%C3%A9+Tenango%2C+Oaxaca'}]",,0,False,0,,[],,,,,[],{},carrillo-gonzalez-leticia-fortín,
79,False,False,Comercializadora Chonita,[],/biz/comercializadora-chonita-omealca?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=San+Jos%C3%A9+Tenango%2C+Oaxaca'}]",,0,False,0,,[],27 873 30536,,,,[],{},comercializadora-chonita-omealca,
80,False,False,Martinez Sanchez Pascual Javier,[],/biz/martinez-sanchez-pascual-javier-r%C3%ADo-blanco?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=San+Jos%C3%A9+Tenango%2C+Oaxaca'}]",,0,False,0,,[],,,,,[],{},martinez-sanchez-pascual-javier-río-blanco,
51,False,False,Guerra García Silvia,[],/biz/guerra-garc%C3%ADa-silvia-coatzintla?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Xochiatipan%2C+Hidalgo'}]",,0,True,0,,[],,,,,[],{},guerra-garcía-silvia-coatzintla,
52,False,False,Reyes Sanchez Susana,[],/biz/reyes-sanchez-susana-tlaxcoapan?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Xochiatipan%2C+Hidalgo'}]",,0,True,0,,[],77 873 70240,,,,[],{},reyes-sanchez-susana-tlaxcoapan,
53,False,False,Chavarria Espinoza Jose,[],/biz/chavarria-espinoza-jose-hidalgo?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Xochiatipan%2C+Hidalgo'}]",,0,True,0,,[],,,,,[],{},chavarria-espinoza-jose-hidalgo,
54,False,False,Panadería The Cricket,[],/biz/panader%C3%ADa-the-cricket-ajacuba?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Xochiatipan%2C+Hidalgo'}]",,0,True,0,,[],,,,,[],{},panadería-the-cricket-ajacuba,
55,False,False,Arias Martinez Ernesto,[],/biz/arias-martinez-ernesto-tuxpan?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Xochiatipan%2C+Hidalgo'}]",,0,True,0,,[],,,,,[],{},arias-martinez-ernesto-tuxpan,
56,False,False,Pan Rico Pan,[],/biz/pan-rico-pan-poza-rica?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Xochiatipan%2C+Hidalgo'}]",,0,True,0,,[],78 282 32062,,,,[],{},pan-rico-pan-poza-rica,
57,False,False,Sanchez Jimenez Carlos,[],/biz/sanchez-jimenez-carlos-hidalgo?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Xochiatipan%2C+Hidalgo'}]",,0,True,0,,[],,,,,[],{},sanchez-jimenez-carlos-hidalgo,
58,False,False,Hernandez Hernandez Gilberto,[],/biz/hernandez-hernandez-gilberto-san-agust%C3%ADn-tlaxiaca?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Xochiatipan%2C+Hidalgo'}]",,0,True,0,,[],,,,,[],{},hernandez-hernandez-gilberto-san-agustín-tlaxiaca,
59,False,False,Hernandez Hernandez Isabel,[],/biz/hernandez-hernandez-isabel-veracruz?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Xochiatipan%2C+Hidalgo'}]",,0,True,0,,[],,,,,[],{},hernandez-hernandez-isabel-veracruz,
60,False,False,Pasteles Finos,[],/biz/pasteles-finos-pachuca?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Xochiatipan%2C+Hidalgo'}]",,0,True,0,,[],77 171 33954,,,,[],{},pasteles-finos-pachuca,
61,False,False,Aguilar Hernandez Germán,[],/biz/aguilar-hernandez-germ%C3%A1n-actopan?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Xochiatipan%2C+Hidalgo'}]",,0,True,0,,[],,,,,[],{},aguilar-hernandez-germán-actopan,
62,False,False,Castro Castro Nicolas Dario,[],/biz/castro-castro-nicolas-dario-tuxpan?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Xochiatipan%2C+Hidalgo'}]",,0,True,0,,[],,,,,[],{},castro-castro-nicolas-dario-tuxpan,
63,False,False,Hernandez Gonzalez Matias,[],/biz/hernandez-gonzalez-matias-hidalgo?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Xochiatipan%2C+Hidalgo'}]",,0,True,0,,[],,,,,[],{},hernandez-gonzalez-matias-hidalgo,
64,False,False,Martinez Perez Tomas,[],/biz/martinez-perez-tomas-tulancingo-de-bravo?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Xochiatipan%2C+Hidalgo'}]",,0,True,0,,[],,,,,[],{},martinez-perez-tomas-tulancingo-de-bravo,
65,False,False,Méndez Lopez Gerardo,[],/biz/m%C3%A9ndez-lopez-gerardo-mineral-del-monte?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Xochiatipan%2C+Hidalgo'}]",,0,True,0,,[],,,,,[],{},méndez-lopez-gerardo-mineral-del-monte,
66,False,False,Edgar Escamilla Ramirez,[],/biz/edgar-escamilla-ramirez-pachuca-de-soto?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Xochiatipan%2C+Hidalgo'}]",,0,True,0,,[],,,,,[],{},edgar-escamilla-ramirez-pachuca-de-soto,
67,False,False,Alfaro Angeles Adrian,[],/biz/alfaro-angeles-adrian-pachuca-de-soto?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Xochiatipan%2C+Hidalgo'}]",,0,True,0,,[],,,,,[],{},alfaro-angeles-adrian-pachuca-de-soto,
68,False,False,Cortés Martinez Sabino,[],/biz/cort%C3%A9s-martinez-sabino-san-agust%C3%ADn-tlaxiaca?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Xochiatipan%2C+Hidalgo'}]",,0,True,0,,[],,,,,[],{},cortés-martinez-sabino-san-agustín-tlaxiaca,
69,False,False,Leon Marquez Lizbeth,[],/biz/leon-marquez-lizbeth-atitalaquia?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Xochiatipan%2C+Hidalgo'}]",,0,True,0,,[],,,,,[],{},leon-marquez-lizbeth-atitalaquia,
70,False,False,Cruz Rangel Agustín,[],/biz/cruz-rangel-agust%C3%ADn-ixmiquilpan?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Xochiatipan%2C+Hidalgo'}]",,0,True,0,,[],,,,,[],{},cruz-rangel-agustín-ixmiquilpan,
71,False,False,Castillo Tellez Jesus Gerardo,[],/biz/castillo-tellez-jesus-gerardo-tuxpan?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Xochiatipan%2C+Hidalgo'}]",,0,True,0,,[],,,,,[],{},castillo-tellez-jesus-gerardo-tuxpan,
72,False,False,Leon Marquez Lizbeth,[],/biz/leon-marquez-lizbeth-atitalaquia?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Xochiatipan%2C+Hidalgo'}]",,0,True,0,,[],,,,,[],{},leon-marquez-lizbeth-atitalaquia,
73,False,False,Isiquio Cortez Hernandez,[],/biz/isiquio-cortez-hernandez-veracruz?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Xochiatipan%2C+Hidalgo'}]",,0,True,0,,[],,,,,[],{},isiquio-cortez-hernandez-veracruz,
74,False,False,Ramirez Lugo Nelly,[],/biz/ramirez-lugo-nelly-tamiahua?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Xochiatipan%2C+Hidalgo'}]",,0,True,0,,[],76 885 70134,,,,[],{},ramirez-lugo-nelly-tamiahua,
75,False,False,Rosales Flores Adela,[],/biz/rosales-flores-adela-pachuca-de-soto?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Xochiatipan%2C+Hidalgo'}]",,0,True,0,,[],,,,,[],{},rosales-flores-adela-pachuca-de-soto,
76,False,False,Pineda Lugo Jaime,[],/biz/pineda-lugo-jaime-tulancingo-de-bravo?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Xochiatipan%2C+Hidalgo'}]",,0,True,0,,[],77 575 32318,,,,[],{},pineda-lugo-jaime-tulancingo-de-bravo,
77,False,False,Hernandez Bautista Erasto,[],/biz/hernandez-bautista-erasto-actopan?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Xochiatipan%2C+Hidalgo'}]",,0,True,0,,[],,,,,[],{},hernandez-bautista-erasto-actopan,
78,False,False,Panificadora Maify S. de R.L.,[],/biz/panificadora-maify-s-de-r-l-huauchinango?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Xochiatipan%2C+Hidalgo'}]",,0,True,0,,[],77 676 20718,,,,[],{},panificadora-maify-s-de-r-l-huauchinango,
79,False,False,Panificadora el Buen Gusto de Hidalgo,[],/biz/panificadora-el-buen-gusto-de-hidalgo-tulancingo-de-bravo?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Xochiatipan%2C+Hidalgo'}]",,0,True,0,,[],77 575 39223,,,,[],{},panificadora-el-buen-gusto-de-hidalgo-tulancingo-de-bravo,
80,False,False,Duran Ezequiel Maria,[],/biz/duran-ezequiel-maria-actopan?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Xochiatipan%2C+Hidalgo'}]",,0,True,0,,[],,,,,[],{},duran-ezequiel-maria-actopan,
81,False,False,Gastronomia Avanzada Pasteleria,[],/biz/gastronomia-avanzada-pasteleria-pachuca-de-soto?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Xochiatipan%2C+Hidalgo'}]",,0,True,0,,[],,,,,[],{},gastronomia-avanzada-pasteleria-pachuca-de-soto,
82,False,False,Granados Olguin Juan Carlos,[],/biz/granados-olguin-juan-carlos-tlahuelilpan?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Xochiatipan%2C+Hidalgo'}]",,0,True,0,,[],,,,,[],{},granados-olguin-juan-carlos-tlahuelilpan,
83,False,False,García Román Wendy Rocío,[],/biz/garc%C3%ADa-rom%C3%A1n-wendy-roc%C3%ADo-cazones?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Xochiatipan%2C+Hidalgo'}]",,0,True,0,,[],78 282 66189,,,,[],{},garcía-román-wendy-rocío-cazones,
84,False,False,Barrera Diaz Eduardo,[],/biz/barrera-diaz-eduardo-zapotl%C3%A1n-de-juarez?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Xochiatipan%2C+Hidalgo'}]",,0,True,0,,[],,,,,[],{},barrera-diaz-eduardo-zapotlán-de-juarez,
85,False,False,Pasteleria Ruth,[],/biz/pasteleria-ruth-pachuca?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Xochiatipan%2C+Hidalgo'}]",,0,True,0,,[],77 171 53727,,,,[],{},pasteleria-ruth-pachuca,
86,False,False,Perez Reyes Teresa,[],/biz/perez-reyes-teresa-tuxpan?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Xochiatipan%2C+Hidalgo'}]",,0,True,0,,[],,,,,[],{},perez-reyes-teresa-tuxpan,
87,False,False,Casa Gutierrez Ester,[],/biz/casa-gutierrez-ester-pachuquilla?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Xochiatipan%2C+Hidalgo'}]",,0,True,0,,[],77 171 48320,,,,[],{},casa-gutierrez-ester-pachuquilla,
88,False,False,Zori Pasteleria,[],/biz/zori-pasteleria-tulancingo?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Xochiatipan%2C+Hidalgo'}]",,0,True,0,,[],77 575 32898,,,,[],{},zori-pasteleria-tulancingo,
89,False,False,Ramos Martinez Eduardo,[],/biz/ramos-martinez-eduardo-pachuca-de-soto?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Xochiatipan%2C+Hidalgo'}]",,0,True,0,,[],,,,,[],{},ramos-martinez-eduardo-pachuca-de-soto,
90,False,False,Hernández Mendina María Hermelinda,[],/biz/hern%C3%A1ndez-mendina-mar%C3%ADa-hermelinda-tamazunchale?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Xochiatipan%2C+Hidalgo'}]",,0,True,0,,[],48 336 21591,,,,[],{},hernández-mendina-maría-hermelinda-tamazunchale,
91,False,False,Aldana Ambrosio Jorge,[],/biz/aldana-ambrosio-jorge-xicotepec?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Xochiatipan%2C+Hidalgo'}]",,0,False,0,,[],76 476 40129,,,,[],{},aldana-ambrosio-jorge-xicotepec,
92,False,False,Gomez Cruz Jesus,[],/biz/gomez-cruz-jesus-pachuca-de-soto-2?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Xochiatipan%2C+Hidalgo'}]",,0,False,0,,[],,,,,[],{},gomez-cruz-jesus-pachuca-de-soto-2,
93,False,False,Gonzalez Alvarez Maria,[],/biz/gonzalez-alvarez-maria-zacatlan?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Xochiatipan%2C+Hidalgo'}]",,0,False,0,,[],79 797 54236,,,,[],{},gonzalez-alvarez-maria-zacatlan,
94,False,False,Hernandez Franco Galindo,[],/biz/hernandez-franco-galindo-hidalgo?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Xochiatipan%2C+Hidalgo'}]",,0,False,0,,[],,,,,[],{},hernandez-franco-galindo-hidalgo,
95,False,False,Mera Sauza Leonardo Noe,[],/biz/mera-sauza-leonardo-noe-pachuca-de-soto?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Xochiatipan%2C+Hidalgo'}]",,0,False,0,,[],,,,,[],{},mera-sauza-leonardo-noe-pachuca-de-soto,
96,False,False,Diaz Cortés Martha,[],/biz/diaz-cort%C3%A9s-martha-zacatlan?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Xochiatipan%2C+Hidalgo'}]",,0,False,0,,[],79 797 50169,,,,[],{},diaz-cortés-martha-zacatlan,
97,False,False,Perez Lozano Victorino,[],/biz/perez-lozano-victorino-hidalgo?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Xochiatipan%2C+Hidalgo'}]",,0,False,0,,[],,,,,[],{},perez-lozano-victorino-hidalgo,
98,False,False,Martinez Cruz Misael,[],/biz/martinez-cruz-misael-naranjos-amatlan?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Xochiatipan%2C+Hidalgo'}]",,0,False,0,,[],,,,,[],{},martinez-cruz-misael-naranjos-amatlan,
99,False,False,Perez Licona Mari Teresa,[],/biz/perez-licona-mari-teresa-pachuca-de-soto?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Xochiatipan%2C+Hidalgo'}]",,0,False,0,,[],77 171 55295,,,,[],{},perez-licona-mari-teresa-pachuca-de-soto,
100,False,False,Castillo Lina Erik Jair,[],/biz/castillo-lina-erik-jair-hidalgo?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Xochiatipan%2C+Hidalgo'}]",,0,False,0,,[],,,,,[],{},castillo-lina-erik-jair-hidalgo,
101,False,False,Bravo Hernandez Leodegario,[],/biz/bravo-hernandez-leodegario-pachuca-de-soto?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Xochiatipan%2C+Hidalgo'}]",,0,False,0,,[],,,,,[],{},bravo-hernandez-leodegario-pachuca-de-soto,
102,False,False,Hernandez Santiago Ruben,[],/biz/hernandez-santiago-ruben-tuxpan?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Xochiatipan%2C+Hidalgo'}]",,0,False,0,,[],78 383 51428,,,,[],{},hernandez-santiago-ruben-tuxpan,
103,False,False,Pasteleria Meneses,[],/biz/pasteleria-meneses-pachuca?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Xochiatipan%2C+Hidalgo'}]",,0,False,0,,[],77 171 31168,,,,[],{},pasteleria-meneses-pachuca,
104,False,False,Lopez Aguilar Antonio,[],/biz/lopez-aguilar-antonio-tetepango?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Xochiatipan%2C+Hidalgo'}]",,0,False,0,,[],,,,,[],{},lopez-aguilar-antonio-tetepango,
105,False,False,Barranco Gonzalez Carlos Fernando,[],/biz/barranco-gonzalez-carlos-fernando-hidalgo?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Xochiatipan%2C+Hidalgo'}]",,0,False,0,,[],,,,,[],{},barranco-gonzalez-carlos-fernando-hidalgo,
