97.0,False,False,Petits Délices Service Traiteur,[],/biz/petits-d%C3%A9lices-service-traiteur-montr%C3%A9al-2?osq=cafe,"[{'title': 'Cafes', 'url': '/search?find_desc=Cafes&amp;find_loc=Salaberry-de-Valleyfield%2C+QC'}]",,0.0,False,0,,['Ile-Bizard-Sainte-Genevieve'],(514) 839-4601,,,,,[],{},petits-délices-service-traiteur-montréal-2,
98.0,False,False,Amaraya Resto-Café,[],/biz/amaraya-resto-caf%C3%A9-montr%C3%A9al?osq=cafe,"[{'title': 'Cafes', 'url': '/search?find_desc=Cafes&amp;find_loc=Salaberry-de-Valleyfield%2C+QC'}, {'title': 'Juice Bars &amp; Smoothies', 'url': '/search?find_desc=Juice+Bars+%26+Smoothies&amp;find_loc=Salaberry-de-Valleyfield%2C+QC'}, {'title': 'American (Traditional)', 'url': '/search?find_desc=American+%28Traditional%29&amp;find_loc=Salaberry-de-Valleyfield%2C+QC'}]",,3.0,False,2,,['Saint-Laurent'],(514) 903-6060,,,,,[],{},amaraya-resto-café-montréal,https://www.amaraya.ca
99.0,False,False,Les Moulins La Fayette,[],/biz/les-moulins-la-fayette-pointe-claire?osq=cafe,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Salaberry-de-Valleyfield%2C+QC'}, {'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Salaberry-de-Valleyfield%2C+QC'}]",,2.5,False,2,,[],,,,,,[],{},les-moulins-la-fayette-pointe-claire,
,True,False,Poulet Rouge Vaudreuil-Dorion,[],/adredir?ad_business_id=sURYhLGZfelbswHAX3UJdA&amp;campaign_id=DTs0rnSgkC3-5IrSVCZ2vw&amp;click_origin=search_results&amp;placement=vertical_0&amp;placement_slot=0&amp;redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fpoulet-rouge-vaudreuil-dorion-vaudreuil-dorion&amp;request_id=f3bade5d59ad825f&amp;signature=8cdea857f7c0b85579a7e8bc7febb39f82810d3632febb4c8d65e9b7888bca74&amp;slot=0,"[{'title': 'Salad', 'url': '/search?find_desc=Salad&amp;find_loc=Salaberry-de-Valleyfield%2C+QC'}, {'title': 'Fast Food', 'url': '/search?find_desc=Fast+Food&amp;find_loc=Salaberry-de-Valleyfield%2C+QC'}, {'title': 'Fast Food', 'url': '/search?find_desc=Fast+Food&amp;find_loc=Salaberry-de-Valleyfield%2C+QC'}]",,0.0,True,0,,[],+1-450-455-5544,,,,https://biz.yelp.com,[],{},poulet-rouge-vaudreuil-dorion-vaudreuil-dorion,/adredir?ad_business_id=sURYhLGZfelbswHAX3UJdA&amp;campaign_id=DTs0rnSgkC3-5IrSVCZ2vw&amp;click_origin=search_results_visit_website&amp;placement=vertical_0&amp;placement_slot=0&amp;redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz_redir%3Fcachebuster%3D1695811994%26s%3De764745f138b0b7719c9b1ccb2c6ea7dd34e51538c66256cc5ff073825a74579%26src_bizid%3DsURYhLGZfelbswHAX3UJdA%26url%3Dhttps%253A%252F%252Fpoulet-rouge.ca%26website_link_type%3Dwebsite&amp;request_id=f3bade5d59ad825f&amp;signature=ab878ef7b1f2f79b80a838b5c2781f16d3e26229a6f3c63da143bd3bd841eb18&amp;slot=0
101.0,False,False,Le Céramic Café,[],/biz/le-c%C3%A9ramic-caf%C3%A9-dollard-des-ormeaux?osq=cafe,"[{'title': 'Cafes', 'url': '/search?find_desc=Cafes&amp;find_loc=Salaberry-de-Valleyfield%2C+QC'}]",,5.0,True,1,,[],(514) 624-2422,,,,,[],{},le-céramic-café-dollard-des-ormeaux,http://leccs.com/montreal-ouest/
102.0,False,False,Tim Horton’s,[],/biz/tim-hortons-kirkland-2?osq=cafe,"[{'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Salaberry-de-Valleyfield%2C+QC'}]",,4.5,True,2,,[],,,,,,[],{},tim-hortons-kirkland-2,
103.0,False,False,Cafe Presto Thai,[],/biz/cafe-presto-thai-saint-laurent?osq=cafe,"[{'title': 'Cafes', 'url': '/search?find_desc=Cafes&amp;find_loc=Salaberry-de-Valleyfield%2C+QC'}]",$,5.0,True,1,,['Saint-Laurent'],(514) 678-1473,,,,,[],{},cafe-presto-thai-saint-laurent,
104.0,False,False,La Bionette,[],/biz/la-bionette-montr%C3%A9al?osq=cafe,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Salaberry-de-Valleyfield%2C+QC'}, {'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Salaberry-de-Valleyfield%2C+QC'}, {'title': 'Patisserie/Cake Shop', 'url': '/search?find_desc=Patisserie%2FCake+Shop&amp;find_loc=Salaberry-de-Valleyfield%2C+QC'}]",,4.0,True,1,,['Saint-Laurent'],(514) 798-8989,,,,,[],{},la-bionette-montréal,
105.0,False,False,Entre Nous &amp; L’Oeuf,[],/biz/entre-nous-and-l-oeuf-sainte-marthe-sur-le-lac?osq=cafe,"[{'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Salaberry-de-Valleyfield%2C+QC'}, {'title': 'Breakfast &amp; Brunch', 'url': '/search?find_desc=Breakfast+%26+Brunch&amp;find_loc=Salaberry-de-Valleyfield%2C+QC'}]",$$,0.0,True,0,,[],(450) 983-1010,,,,,[],{},entre-nous-and-l-oeuf-sainte-marthe-sur-le-lac,http://www.entrenousetloeuf.com/
106.0,False,False,Resto au Toit Vert,[],/biz/resto-au-toit-vert-ormstown-2?osq=cafe,"[{'title': 'Breakfast &amp; Brunch', 'url': '/search?find_desc=Breakfast+%26+Brunch&amp;find_loc=Salaberry-de-Valleyfield%2C+QC'}, {'title': 'Desserts', 'url': '/search?find_desc=Desserts&amp;find_loc=Salaberry-de-Valleyfield%2C+QC'}, {'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Salaberry-de-Valleyfield%2C+QC'}]",,0.0,True,0,,[],(450) 829-1076,,,,,[],{},resto-au-toit-vert-ormstown-2,
107.0,False,False,Mikko Café &amp; Torréfacteur,[],/biz/mikko-caf%C3%A9-and-torr%C3%A9facteur-hudson?osq=cafe,"[{'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Salaberry-de-Valleyfield%2C+QC'}, {'title': 'Coffee &amp; Tea Supplies', 'url': '/search?find_desc=Coffee+%26+Tea+Supplies&amp;find_loc=Salaberry-de-Valleyfield%2C+QC'}]",,0.0,True,0,,[],(450) 202-0708,,,,,[],{},mikko-café-and-torréfacteur-hudson,http://www.mikkocoffee.com
108.0,False,False,Café Bar Eva,[],/biz/caf%C3%A9-bar-eva-montr%C3%A9al?osq=cafe,"[{'title': 'Bars', 'url': '/search?find_desc=Bars&amp;find_loc=Salaberry-de-Valleyfield%2C+QC'}, {'title': 'Cafes', 'url': '/search?find_desc=Cafes&amp;find_loc=Salaberry-de-Valleyfield%2C+QC'}]",,3.3,True,4,,['Ahuntsic-Cartierville'],(514) 660-0338,,,,,[],{},café-bar-eva-montréal,
109.0,False,False,La Fabrique Jösitö,[],/biz/la-fabrique-j%C3%B6sit%C3%B6-saint-louis-de-gonzague?osq=cafe,"[{'title': 'Cafes', 'url': '/search?find_desc=Cafes&amp;find_loc=Salaberry-de-Valleyfield%2C+QC'}, {'title': 'Ice Cream &amp; Frozen Yogurt', 'url': '/search?find_desc=Ice+Cream+%26+Frozen+Yogurt&amp;find_loc=Salaberry-de-Valleyfield%2C+QC'}]",,0.0,True,0,,[],(450) 322-6030,,,,,[],{},la-fabrique-jösitö-saint-louis-de-gonzague,
,True,False,Poulet Rouge Vaudreuil-Dorion,[],/adredir?ad_business_id=sURYhLGZfelbswHAX3UJdA&amp;campaign_id=DTs0rnSgkC3-5IrSVCZ2vw&amp;click_origin=search_results&amp;placement=vertical_0&amp;placement_slot=0&amp;redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fpoulet-rouge-vaudreuil-dorion-vaudreuil-dorion&amp;request_id=0c14e6334a0727d0&amp;signature=9fa7e00eb9e67b05b25d8ff5102f4ac66f408dd39d051f431cd008da680e99f3&amp;slot=0,"[{'title': 'Fast Food', 'url': '/search?find_desc=Fast+Food&amp;find_loc=Salaberry-de-Valleyfield%2C+QC'}, {'title': 'Chicken Shop', 'url': '/search?find_desc=Chicken+Shop&amp;find_loc=Salaberry-de-Valleyfield%2C+QC'}, {'title': 'Fast Food', 'url': '/search?find_desc=Fast+Food&amp;find_loc=Salaberry-de-Valleyfield%2C+QC'}]",,0.0,True,0,,[],+1-450-455-5544,,,,https://biz.yelp.com,[],{},poulet-rouge-vaudreuil-dorion-vaudreuil-dorion,/adredir?ad_business_id=sURYhLGZfelbswHAX3UJdA&amp;campaign_id=DTs0rnSgkC3-5IrSVCZ2vw&amp;click_origin=search_results_visit_website&amp;placement=vertical_0&amp;placement_slot=0&amp;redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz_redir%3Fcachebuster%3D1695811994%26s%3De764745f138b0b7719c9b1ccb2c6ea7dd34e51538c66256cc5ff073825a74579%26src_bizid%3DsURYhLGZfelbswHAX3UJdA%26url%3Dhttps%253A%252F%252Fpoulet-rouge.ca%26website_link_type%3Dwebsite&amp;request_id=0c14e6334a0727d0&amp;signature=c55e3e8ccde43e6da629c9f4cb7460a872b0e41dd98b2de526d8c505ca021c3a&amp;slot=0
111.0,False,False,Starbucks,[],/biz/starbucks-montr%C3%A9al-62?osq=cafe,"[{'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Salaberry-de-Valleyfield%2C+QC'}]",$,2.1,True,27,,['Dorval'],(514) 633-9972,,,,,[],{},starbucks-montréal-62,https://fr.starbucks.ca/store-locator/store/979/yul-mont-drvl-intl-depart-gate-16-975-boul-romeo-vachon-dorval-qc-h-4-y-1-h-1-ca
112.0,False,False,Café T Can,[],/biz/caf%C3%A9-t-can-montr%C3%A9al-2?osq=cafe,"[{'title': 'Breakfast &amp; Brunch', 'url': '/search?find_desc=Breakfast+%26+Brunch&amp;find_loc=Salaberry-de-Valleyfield%2C+QC'}, {'title': 'Cafes', 'url': '/search?find_desc=Cafes&amp;find_loc=Salaberry-de-Valleyfield%2C+QC'}]",,4.5,True,2,,['Saint-Laurent'],(514) 332-0721,,,,,[],{},café-t-can-montréal-2,http://www.cafetcan.com/index%20french.php
113.0,False,False,Second Cup,[],/biz/second-cup-pointe-claire-3?osq=cafe,"[{'title': 'Cafes', 'url': '/search?find_desc=Cafes&amp;find_loc=Salaberry-de-Valleyfield%2C+QC'}]",,4.3,True,3,,[],(514) 428-9090,,,,,[],{},second-cup-pointe-claire-3,http://www.secondcup.com/location/montreal-6801-trans-canada-hwy-unit-z20
114.0,False,False,Cafe 829 Den2,[],/biz/cafe-829-den2-montr%C3%A9al?osq=cafe,"[{'title': 'Cafes', 'url': '/search?find_desc=Cafes&amp;find_loc=Salaberry-de-Valleyfield%2C+QC'}]",,0.0,True,0,,['Ahuntsic-Cartierville'],(415) 555-1234,,,,,[],{},cafe-829-den2-montréal,
115.0,False,False,Nutrition de l’Ile,[],/biz/nutrition-de-l-ile-l-%C3%AEle-perrot?osq=cafe,"[{'title': 'Juice Bars &amp; Smoothies', 'url': '/search?find_desc=Juice+Bars+%26+Smoothies&amp;find_loc=Salaberry-de-Valleyfield%2C+QC'}, {'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Salaberry-de-Valleyfield%2C+QC'}]",,0.0,True,0,,['Ile-Perrot'],(514) 886-9346,,,,,[],{},nutrition-de-l-ile-l-île-perrot,https://nutrition-de-lile.business.site
116.0,False,False,Starbucks,[],/biz/starbucks-pointe-claire-2?osq=cafe,"[{'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Salaberry-de-Valleyfield%2C+QC'}]",,4.0,True,2,,[],(514) 459-4168,,,,,[],{},starbucks-pointe-claire-2,https://www.starbucks.ca/store-locator/store/1024811/centre-medical-brunswick-955-boul-st-jean-pointe-claire-qc-h-9-r-5-k-3-ca
117.0,False,False,Chez ZaZa,[],/biz/chez-zaza-saint-laurent?osq=cafe,"[{'title': 'Cafes', 'url': '/search?find_desc=Cafes&amp;find_loc=Salaberry-de-Valleyfield%2C+QC'}]",,3.5,True,4,,['Saint-Laurent'],(514) 748-0404,,,,,[],{},chez-zaza-saint-laurent,
118.0,False,False,Always Games,[['Toujours Jeux']],/biz/toujours-jeux-laval?osq=cafe,"[{'title': 'Tabletop Games', 'url': '/search?find_desc=Tabletop+Games&amp;find_loc=Salaberry-de-Valleyfield%2C+QC'}, {'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Salaberry-de-Valleyfield%2C+QC'}, {'title': 'Hobby Shops', 'url': '/search?find_desc=Hobby+Shops&amp;find_loc=Salaberry-de-Valleyfield%2C+QC'}]",,0.0,True,0,,['Laval'],(450) 934-6565,,,,,[],{},toujours-jeux-laval,https://alwaysgames.store
119.0,False,False,Tim Horton,[],/biz/tim-horton-saint-lazare?osq=cafe,"[{'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Salaberry-de-Valleyfield%2C+QC'}, {'title': 'Breakfast &amp; Brunch', 'url': '/search?find_desc=Breakfast+%26+Brunch&amp;find_loc=Salaberry-de-Valleyfield%2C+QC'}]",,2.0,True,3,,[],(450) 424-5642,,,,,[],{},tim-horton-saint-lazare,https://locations.timhortons.com/ca/qc/saint-lazare/1766-chemin-ste-angelique.html
,True,False,Poulet Rouge Vaudreuil-Dorion,[],/adredir?ad_business_id=sURYhLGZfelbswHAX3UJdA&amp;campaign_id=DTs0rnSgkC3-5IrSVCZ2vw&amp;click_origin=search_results&amp;placement=vertical_0&amp;placement_slot=0&amp;redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fpoulet-rouge-vaudreuil-dorion-vaudreuil-dorion&amp;request_id=fed4c164f7b985e1&amp;signature=4f975f5d04e52be0cedab8c8e3a7d9bf835f8f618193221d024f548930dfa3ae&amp;slot=0,"[{'title': 'Fast Food', 'url': '/search?find_desc=Fast+Food&amp;find_loc=Salaberry-de-Valleyfield%2C+QC'}, {'title': 'Chicken Shop', 'url': '/search?find_desc=Chicken+Shop&amp;find_loc=Salaberry-de-Valleyfield%2C+QC'}, {'title': 'Salad', 'url': '/search?find_desc=Salad&amp;find_loc=Salaberry-de-Valleyfield%2C+QC'}]",,0.0,True,0,,[],+1-450-455-5544,,,,https://biz.yelp.com,[],{},poulet-rouge-vaudreuil-dorion-vaudreuil-dorion,/adredir?ad_business_id=sURYhLGZfelbswHAX3UJdA&amp;campaign_id=DTs0rnSgkC3-5IrSVCZ2vw&amp;click_origin=search_results_visit_website&amp;placement=vertical_0&amp;placement_slot=0&amp;redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz_redir%3Fcachebuster%3D1695811994%26s%3De764745f138b0b7719c9b1ccb2c6ea7dd34e51538c66256cc5ff073825a74579%26src_bizid%3DsURYhLGZfelbswHAX3UJdA%26url%3Dhttps%253A%252F%252Fpoulet-rouge.ca%26website_link_type%3Dwebsite&amp;request_id=fed4c164f7b985e1&amp;signature=504bd35e3ba5c6da2db57d1712d7adbebc9f103da8bca5a46cfcb6385b86f7d7&amp;slot=0
121.0,False,False,Le Ritz,[],/biz/le-ritz-montr%C3%A9al?osq=cafe,"[{'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Salaberry-de-Valleyfield%2C+QC'}, {'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Salaberry-de-Valleyfield%2C+QC'}]",$,2.5,True,4,,['Saint-Laurent'],,,,,,[],{},le-ritz-montréal,
122.0,False,False,Java U,[],/biz/java-u-pointe-claire?osq=cafe,"[{'title': 'Coffee &amp; Tea', 'url': '/search?find_desc=Coffee+%26+Tea&amp;find_loc=Salaberry-de-Valleyfield%2C+QC'}]",$$$,3.5,True,2,,[],(514) 694-5232,,,,,[],{},java-u-pointe-claire,http://www.java-u.com
